date,title,text,url
2009-01-12,Family dynamic,"Several weeks ago we were wiling away an early Sunday evening in the living room, the two of us watching the national news while Leta pretended that her Sleeping Beauty Barbie was dead. I got up to clean the kitchen just as America’s Funniest Videos was coming on, and within minutes the laughter erupting from the living room was loud enough to pull me away from a sink full of dirty dishes. I walked over to see what was going on, and there on the couch was a sea of lanky limbs, legs sprawled out on top of each other, two faces frozen in giggling so hysterical that it had crossed over into silence. This is yet another thing Leta inherited from her father, the habit of falling into a fit of laughter so hard that when it happens I don’t know if she’s laughing or dying. And in this instance if anyone had seen her contorted, silent body wedged between two couch cushions I would have had to assure them, no, she’s not dead, she just saw a video of a man accidentally setting his balls on fire.

She calls it The Funny Show, and several times a day she asks how many days until Sunday, how many days until we get to see The Funny Show again. And I’ll be honest, this is thrilling for both of us because we both could sit for hours and watch videos of people crashing their bikes into trees. And now our daughter does, too? You know, I’ve seen countless videos of people swinging bats at piñatas only to miss and hit someone in the crotch, but to sit there and share that moment with my daughter is something entirely different. Especially when she narrates her perspective out loud: “Oh no, oh no… no, no, no…. DON’T DO IT, DON’T DO IT… AHHH! AHHHH! AHHHHHHH! HE FELL OVER! HE FELL OVER! Rewind it! Rewind it! I want to see him fall over again!” Yes, it’s funny because that poor man fell over, not because you could hear his testicles crunching underneath the weight of the blow.

So this has become our Sunday ritual, we all wind down after dinner by watching videos of people disfiguring themselves, and it would be perfect except for the fact that Chuck cannot handle it. For some reason he is distressed by the sound and energy of our collective laughter and will sit in the middle of the floor and shake with anxiety. Usually he only behaves this way when I cough or when Jon and I have a serious discussion, and that only started happening in the months after Leta’s birth when I was a basket case. My postpartum depression scarred him, and if I make the tiniest move where it looks like I’m even thinking about tossing a milk jug at Jon’s head, Chuck will shed his entire coat and go hide in a closet. Turns out you can’t assure a dog that you still love Daddy, it’s just sometimes you experience an irrational, unfounded need to make him bleed.

But our laughter sounds nothing like yelling or arguing, so we have no idea why he will climb up onto the couch in the middle of The Funny Show and physically shove his body between us to try and break up the fun. The only thing I can come up with is that this is just another one of his many neurotic sensitivities, a hunch confirmed by the dog trainer we hired to help us with Coco, someone who boarded both dogs over the Thanksgiving holiday and got to experience Chuck’s neuroses first hand. She’s been training dogs for over ten years and has never before encountered anything so emotionally delicate as Chuck and told us that we’d been having so much trouble with Coco because we’d never before lived with a normal dog. Coco, she said, could let go. Chuck, on the other hand, would remember the kid in first grade who stole his fruit roll-up and then twenty years later open fire in a mall because he was still mad about it.

Coco is a dog. Chuck is a cat. And considering the multitude and nature of things we have put on his head, it will be no mystery if one of us goes missing.",https://dooce.com/2009/01/12/family-dynamic/
2009-01-12,Jonny Junior,"Part of the office-cleaning project last week included aggregating most of our data into one accessible place, and Jon spent hours combing through hard drives and CDs. He found tons of pictures we forgot we had, including many of Leta back when we weren’t sure if she was actually related to me. Here she is at seven months old looking very much like Jon and his father. Can you even stand those cheeks?",https://dooce.com/2009/01/12/jonny-junior/
2009-01-12,RIBBA Frame,"So my nesting instinct has kicked in, and it’s only made worse by the fact that at the beginning of every year I get the urge to throw everything away. Last week we cleaned out the office, and up next is Leta’s room. I’m still waiting on a set of curtain rods to be delivered, but in the meantime I’m getting everything ready to pack away, and I’ve decided to hang various artwork and pictures of her on the blank walls. So I picked up a dozen or so of these RIBBA frames from Ikea to keep everything uniform. I’ll be sure to post pictures once we’ve got everything finished, including one of Leta screaming because she realizes we threw all that trash away.",https://dooce.com/2009/01/12/ribba-frame/
2009-01-12,Tastes like chicken,Chuck pauses for a moment to wonder if moments like this make living with her worth it. And then he gets a whiff of her breath.,https://dooce.com/2009/01/12/tastes-like-chicken/
2009-01-13,18 weeks,"Today marks my 18th week of pregnancy, and the look on my face has a little to do with the way I’m feeling, although it’s more about the fact that Jon was trying to get me to smile. Nothing to me is more obnoxious, except maybe someone calling me sweetheart or darling with a Boston accent. That look is a warning, it’s me going dude, if you would like this kid to grow up and know its father you had better shut it. I will smile when I am damn good and ready, thank you very much, just take the photo before things turn ugly and I start using your middle name.

The past couple of weeks have physically been a breeze, but emotionally I’m a bit of a wreck. I think it has very little to do with pregnancy and everything to do with the weather. It’s a seasonal dip I struggle with every year at about this time when I crave warm weather, sun, and late afternoons on the porch but am living day after day of cloudy skies, snow, and 4:30 PM sunsets. This is probably the hardest thing about living in Utah, and I know there are far colder places than Salt Lake City, but when I stopped to pinpoint exactly what was making me so sad I realized it was just a matter of not seeing blue sky in fourteen days. And the constant act of bending over to towel off the dogs so they don’t drag snow into the house. Nothing tragic, no, but it was enough to make me start yelling obscenities at a carton of orange juice because I couldn’t get the safety cap off.

There’s not much I can really do to combat this other than get out in the sun on days when that is possible and continue my exercise routine. Yes, I’ve heard about those lamps people use to treat themselves for seasonal affective disorder, and while I do think I am sensitive to light, I’m willing to bet that my case has more to do with actual sun and warmth and the smell of fragrant, blooming plants in the air. Which is why we’ve planned a trip to Southern California for the last week of February. Which is why we should move to Southern California in February, except for all those other mitigating factors like “house” and “family” that routinely tell my winter mood to suck it.

In other news, I have an ultrasound scheduled for Friday morning, and our plan is to find out the sex of the baby. We have been referring to it as Stretch, although Leta thinks that’s horrifying. I asked her to suggest a name then, and what do you know, she’s now calling it Princess Aurora. I told her we couldn’t name the baby that if it’s a boy because, you know, middle school , and she said, not a problem! No worries! If it’s a boy we’ll just call him Prince Aurora.",https://dooce.com/2009/01/13/18-weeks/
2009-01-13,About an hour after gutting a toy pig,One of the benefits of being so crazy is walking around all day with the insides of a stuffed animal dangling from your face and you not having any idea.,https://dooce.com/2009/01/13/about-an-hour-after-gutting-a-toy-pig/
2009-01-13,Bridge over frozen water,A brief stop while walking with the dogs to admire the smog in the air.,https://dooce.com/2009/01/13/bridge-over-frozen-water/
2009-01-13,Metal curtain rod,"Yesterday the curtain rods I bought for Leta’s windows arrived (they are currently on sale!), and for a brief moment I thought the curtains we’d found at Ikea were not going to fit the circumference of the rod. Luckily, they barely slipped on, and later today we’re going to install these in her room, the first step of many in getting that space in working order. These curtains are a little more flashy than my normal style, but Leta loves the luxurious pinkness of them, and I’m willing to compromise. She gets hot pink curtains, and I don’t have to have a room in my house look just like a brothel of cheap princesses.",https://dooce.com/2009/01/13/metal-curtain-rod/
2009-01-14,"Ah, break it downnnn","Long gone are the days of Sesame Street and Dora and Blue’s Clues and Barney. Leta’s favorite show right now is a tie between SpongeBob SquarePants and this one, Yo Gabba Gabba . I think the creators of this show have discovered the same secret magic that Elmo uses over toddlers because if she hears a note of the theme song she goes nuts, she loves it so much. She could watch it for hours on end if we’d let her, and we have at least once or twelve times. I actually find the show quite interesting at times, especially when they feature guests like Tony Hawk and Biz Markie. Plus, the music is so catchy, and in the first season they used songs from Low, The Shins, and Shiny Toy Guns. Also, the host reminds me of Barack Obama. This is bearable children’s television.",https://dooce.com/2009/01/14/ah-break-it-downnnn/
2009-01-14,"Git ‘im, Coco!","Yes, Chuck, I did just encourage her to get you. But I did it for the Internet.",https://dooce.com/2009/01/14/git-im-coco/
2009-01-14,KNAPPA pendant lamp,"This is the hanging lamp we bought for the corner of Leta’s bedroom, something to hang over her tiny worktable to give her light. I know it’s a recognizable Ikea staple, and this lamp is everywhere, but I think that speaks to what a great modern design it is (very reminiscent of lights designed by Jeremy Cole ). I love that it’s fun and playful, perfect for a child’s bedroom, and still stylish enough that it can transition into her adolescence. And I love that when she saw it for the first time she was all, “What IS that thing?”",https://dooce.com/2009/01/14/knappa-pendant-lamp/
2009-01-15,Warning: your dogs may go batty,"Earlier this week a reader named Jen sent me a link to the following video about an odd animal friendship, and I’ll just go ahead and admit that when I watched it I just sat there and bawled into the sleeve of my shirt even though all of the animals lived. Which is pretty much the standard I use during pregnancy to decide what I will and will not watch: hardcore porn with goats? Totally fine as long as none of the goats die in the end. And if you suggest I watch a television show or a movie without disclosing that the dog gets hit by a car or the horse breaks its leg, then I’ll just go ahead and FedEx a box of poop to your mother.

This video reminded me of one of my favorite Flickr contacts, Back in the Pack , the photostream of a dog daycare in Calgary, Alberta. I love checking my Flickr feed only to find photos of dogs like Teeka , Luigi , Andie , Hannah , Bailey , and Jack , animals I will never really know who still hold a dear place in my heart. They also post videos, and the following two are ones I will show to the next person who asks me whether or not it’s worth it to get a dog:

And just for fun, a link to one of my favorite dog photos ever.",https://dooce.com/2009/01/15/warning-your-dogs-may-go-batty/
2009-01-16,Holing up,"This is where Jon and I spend our evenings starting the moment after we put Leta down for the night. If either of us has work to finish we do it from bed, and I’ve programmed the DVR to record all our favorite shows on the TV in our bedroom. I just find the bed more comfortable than the couch now and am trying to enjoy the calm silence of this time being pregnant, these precious few months as a family of three before the baby throws that grenade into our lives.",https://dooce.com/2009/01/16/holing-up/
2009-01-16,Late afternoon tussle,Jon calls this Coco’s “Kirsten Dunst Smile.”,https://dooce.com/2009/01/16/late-afternoon-tussle/
2009-01-16,MOP Pear Shampoo,"This infant/toddler shampoo was on my holiday gift guide , and I included it there because the smell is so divine. Since it’s such a gentle shampoo, perfect for kids like Leta who freak out about the possibility of soap getting into her eyes, I use it every other time I wash my own hair to mix it up a bit. Plus, I adore the simple, almost medicinal design of the bottle. It looks great just sitting on the countertop in the bathroom.",https://dooce.com/2009/01/16/mop-pear-shampoo/
2009-01-16,This kid better get used to hand-me-downs,"That sound you heard was one very delighted almost five-year-old:

The upside? I will never have to grapple with the decision of whether or not to circumcise another human being. Downside… the possibility of three women in one house menstruating simultaneously.

Jon is so outnumbered. And we both could not be more thrilled.",https://dooce.com/2009/01/16/this-kid-better-get-used-to-hand-me-downs/
2009-01-19,Soaking in the vitamin D,"The sun has been out for the last several days, so we’ve been taking as many walks with the dogs as we can fit in. The only drawback is the persistent inversion in the valley that looks exactly like this . So taking walks in air like this probably means we’re somehow damaging our lungs, but hey! I’m not so grouchy!",https://dooce.com/2009/01/19/soaking-in-the-vitamin-d/
2009-01-19,The white flag of surrender,"Rarely if ever will you see a picture of the two of them chasing each other where Coco is the one being pursued. I’m sure it has everything to do with the shepherd in her, but I have to give Chuck a little credit. He’s very good at pushing her buttons, and here he had just called her a pussy.",https://dooce.com/2009/01/19/the-white-flag-of-surrender/
2009-01-20,Finally,"Me: “Leta, today is a very important day.”

Leta: “But why?”

Me: “Because we’re getting a new president.”

Leta: “What kind of new president?!”

Me: “His name is Barack Obama.”

Leta: “… what did you say?”

Me: “BARACK OBAMA.”

Leta: “That is a really silly name, Mom.”",https://dooce.com/2009/01/20/finally/
2009-01-20,OY VEY custom onesie,"Natalie, the owner of the Onesie-Twosie Etsy shop , sent over this custom onesie for the baby, and my first thought was, oh my god, she’s going to be that small? Natalie’s shop is full of custom onesies and toddler tees that would make great baby shower gifts, although I doubt the kid will know to spare this one from the constant stream of projectile poop that is so common with persons of that age. Which reminds me, our lives will once again be consumed with the color and consistency of someone else’s bowel movements. Very important work, parenthood.",https://dooce.com/2009/01/20/oy-vey-custom-onesie/
2009-01-20,The second second trimester,"Sometimes life rolls along such that Jon and I do not even realize how different it is to live with a child who can communicate her needs and understand that others around her have their own. We get up in the morning, pour her a bowl of cereal, and settle in for a peaceful breakfast, forgetful that a few years ago the same half hour was spent not in pleasant silence but in screams, wild gestures, puddles of juice, and tears because not everyone in the house used the same language. We spoke in English. She spoke in Utter Discontent, a cacophonous dialect of Fuck You.

And then days like yesterday happen when she is so physically and emotionally tired from having played with her friend for most of the day that the portions of her brain in control of language are too fried to make connections, too spent to send the right word down through her mouth and the only thing that makes it out is a cannonball of indiscriminate consonants. And what should have been a pleasant dinner together was instead a good hour of CANNNNNN’T! WONNNNNN’T! to a hearty rhythm of DONNNNNN’T! All because a bean was touching a piece of cheese, and in case you didn’t know, such is the recipe for the end of the world.

I will admit to resorting to this kind of behavior when I am that tired, but the difference is that the adults around me are more than welcome to tell me to shut up. As her loving and doting parents, we are discouraged from using such language with Leta, and so we have had to get a little more creative: “stop it,” “cut it out,” “if you don’t stop screaming I’ll staple your lips together.”

The frequency of these types of tantrums has decreased dramatically in the last year, but when they do occur Jon and I experience an uncomfortable yet familiar panic, and one if not multiple parts of our bodies will twitch with the memory of those endless nights spent pacing the creaky wooden floors of our old house, of not knowing if the screaming would ever end. Sometimes they give me full body shivers that start at the top of my neck and move slowly down through my toes, a physical manifestation of the realization that somehow I made it out alive having lost only a few gallons of blood.

And yes, I know we’re headed right back into those endless, sleepless nights, but ah hah! I am now fluent in Utter Discontent! I can conjugate the verbs and assign the right pronouns! And there is even the tiniest possibility that this baby might not be as skillful a screamer, which sort of brings up all sorts of things that might be different this time around. What if this one actually likes dogs? What if she eats food? What would it be like to live with a kid who likes to be cuddled?

Conversely, what if this one isn’t as good a sleeper? What if this one likes to climb furniture? What if this one is actually curious about light sockets?

Of course, we have no idea, and such is the risk and adventure of parenthood. But these risks and these sacrifices, I think, are a fundamental component of this unique experience that has given me more insight and understanding into other human beings than any other of my life. And all of this is to say thank God we chose to have children. Thank God for those endless, sleepless nights. Because I now know what I know. Because raising Leta more than anything else in my life has helped me piece together the puzzle of what it means to be human. I understand my own childhood so much better, understand my own parents so much better, and there is so much about myself that I have tried to improve that I didn’t know I needed to improve until I was reduced to a late night pair of pacing legs.

So much more makes sense now, and I don’t know if there is any other way I could have gained this type of insight into life. And I think this is what a lot of us are talking about when we say it feels like we were let into a secret club, a club we didn’t know existed until we got here, like we had no idea there was this much to know until our children showed it all to us.",https://dooce.com/2009/01/20/the-second-second-trimester/
2009-01-21,Beware of dog,"Our front door is right around that corner, and if Coco is not physically tied to one of us during the day this is where we are sure to find her. She watches the house for us and growls at every passing car, jogger, and stray leaf. Which means a good portion of our day is spent going OH MY GOD SHUT UP.",https://dooce.com/2009/01/21/beware-of-dog/
2009-01-21,Nat Sherman #307,"Last time I posted a photo of Jon smoking a pipe I got an email from someone screaming about how unbecoming it was to see him like this. I used to let him smoke in the office, but since I’ve been pregnant he’s only allowed to smoke on walks outside. When he pops the pipe into his mouth now I always ask how it makes him feel, and he always answers, “Curiously unbecoming.”",https://dooce.com/2009/01/21/nat-sherman-307/
2009-01-22,Arthritic,"I spotted this silhouette on a recent walk with the dogs and was reminded of the bony fingers of all the evil step-mothers and witches in Disney princess movies, which I guess is a roundabout way of saying DISNEY RUINS EVERYTHING.",https://dooce.com/2009/01/22/arthritic/
2009-01-22,Listening to: Cut Copy,"Jon and I have a membership at a nearby gym and have made a habit out of working out at least three times a week since we moved back to Utah from LA. Our gym is famous for its intensive classes, but I’ve always enjoyed the freedom of being able to hop onto an elliptical trainer when I have a spare hour. Also, I have absolutely no coordination and feel I am doing a service to my fellow gym-goer by staying out of the classes. You do not want a 5’11” telephone pole with live wires for arms attempting that stair stepping routine next to you, not if you’d like to go about the rest of your day with all of your facial features intact.

So I’m always looking for great music to add to my iPhone, something upbeat and energetic, something to motivate my workout, and recently I discovered the band Cut Copy, a band from Melbourne, Australia. Their recent album In Ghost Colours is the perfect soundtrack to a fat-burning heartbeat. Love, love, love it, love working out to it, love playing it in the car on the drive to Leta’s school. They are heavily influenced by 80s new wave which you can hear distinctly in my favorite song from the album, Lights and Music:

The following song, Hearts on Fire, is a bit more dance-inspired, but fantastic nonetheless:

These guys also fit into what Jon calls Gay Techno Dance Jam, a label he made up himself when determining what to call his workout playlist. So there’s his ringing endorsement as well.",https://dooce.com/2009/01/22/listening-to-cut-copy/
2009-01-22,Someone’s got the snarlies!,"Someone is as upset about this winter as I am. In fact, I am currently making this expression.",https://dooce.com/2009/01/22/someones-got-the-snarlies/
2009-01-22,The Elvis Encyclopedia,"This 608-page behemoth is the detailed chronicle of every aspect of Elvis Presley’s life, full of rare photos, album and movie specifics, and even a copy of his last will and testament. It’s probably some sort of cliché that I’m from Memphis and a huge fan of Elvis, but I think I can probably blame my dad for that more than where I grew up. I’ve seen an embarrassing number of his movies, my favorite one being GI Blues , and I can still sing every musical number by heart. This book would make a great conversation starter for any coffee table, or use its hefty weight to straighten out a stack of curvy paper.",https://dooce.com/2009/01/22/the-elvis-encyclopedia/
2009-01-26,Are you about to put something on my head?,Because I was having a peaceful morning up until you walked over here with that toaster in your hands.,https://dooce.com/2009/01/26/are-you-about-to-put-something-on-my-head/
2009-01-26,Decorative coasters,"This week I’m changing the Daily Style section up a little bit, want to try something new, and occasionally I’m going to post collections of good-looking things I’ve found while looking for design inspiration. Today I focus on coasters, a home decor staple that can add a certain graphic punch to a coffee table. Plus, I’m obsessive about preventing cup stains on my furniture, so I’m always looking for new ones.

1. Quilted Fabric Coaster Set of 4 Pinky Pig Etsy Shop $10

2. Novelty Easter Rabbit Coasters UncommonEnvelope Etsy Shop $12

3. Stainless Steel Coasters Set of 4 Amazon $17.74

4. Modern Disc Coasters Chiasso $68

5. Eames Chair Coasters MoMA Store $20

6. Wooden Coasters Set of 4 Target $9.09

7. Blue Deco Ceramic Coasters Set of 4 LMNOProducts Etsy Shop $12.00

8. How Do You Drink Your Beverage Coasters EllePdesigns Etsy Shop $15.50

9. Sewing Pattern Circle Coasters Liesl Made Etsy Shop $5.00

10. Patchwork Coaster Set jennadesigns Etsy Shop $12.00",https://dooce.com/2009/01/26/decorative-coasters/
